variant,gamma,model_seed,total_cost,trace_seed
standard_dqn,0.99,800,80.17263299971819,3300000
standard_dqn,0.99,800,74.27125277519227,3300001
standard_dqn,0.99,800,69.98445681482553,3300002
standard_dqn,0.99,800,87.63569809645415,3300003
standard_dqn,0.99,800,80.28354073315859,3300004
standard_dqn,0.99,800,72.02111051380635,3300005
standard_dqn,0.99,800,71.53032591193914,3300006
standard_dqn,0.99,800,75.63725110888481,3300007
standard_dqn,0.99,800,96.1712613940239,3300008
standard_dqn,0.99,800,72.84558040052653,3300009
standard_dqn,0.99,800,80.04143756628036,3300010
standard_dqn,0.99,800,76.86531800925732,3300011
standard_dqn,0.99,800,81.38110702633858,3300012
standard_dqn,0.99,800,67.10318305641412,3300013
standard_dqn,0.99,800,72.17837496101856,3300014
standard_dqn,0.99,800,86.70941266417503,3300015
standard_dqn,0.99,800,71.4219118744135,3300016
standard_dqn,0.99,800,77.69862922430039,3300017
standard_dqn,0.99,800,86.3177126571536,3300018
standard_dqn,0.99,800,70.66284673660994,3300019
standard_dqn,0.99,801,90.28356635719538,3301000
standard_dqn,0.99,801,81.71307964026929,3301001
standard_dqn,0.99,801,82.61344254314899,3301002
standard_dqn,0.99,801,75.77000533044338,3301003
standard_dqn,0.99,801,60.99595922231674,3301004
standard_dqn,0.99,801,83.61466022729874,3301005
standard_dqn,0.99,801,69.82447884976864,3301006
standard_dqn,0.99,801,95.7802764877677,3301007
standard_dqn,0.99,801,74.74238519370556,3301008
standard_dqn,0.99,801,83.25351891815663,3301009
standard_dqn,0.99,801,89.28081688284874,3301010
standard_dqn,0.99,801,56.308087930083275,3301011
standard_dqn,0.99,801,78.8884366825223,3301012
standard_dqn,0.99,801,74.26716014891863,3301013
standard_dqn,0.99,801,78.9949941933155,3301014
standard_dqn,0.99,801,73.44115524888039,3301015
standard_dqn,0.99,801,68.37249328941107,3301016
standard_dqn,0.99,801,74.88322802633047,3301017
standard_dqn,0.99,801,94.03476224839687,3301018
standard_dqn,0.99,801,91.84812378138304,3301019
standard_dqn,0.99,802,78.68150568157435,3302000
standard_dqn,0.99,802,91.15726602822542,3302001
standard_dqn,0.99,802,89.2436830341816,3302002
standard_dqn,0.99,802,83.46419847160578,3302003
standard_dqn,0.99,802,87.52806297242641,3302004
standard_dqn,0.99,802,72.2973337545991,3302005
standard_dqn,0.99,802,93.70678036808968,3302006
standard_dqn,0.99,802,88.77403555065393,3302007
standard_dqn,0.99,802,89.90148721635342,3302008
standard_dqn,0.99,802,70.67703935652972,3302009
standard_dqn,0.99,802,75.71967751532793,3302010
standard_dqn,0.99,802,74.52552347779275,3302011
standard_dqn,0.99,802,77.97449329644442,3302012
standard_dqn,0.99,802,80.07843193560839,3302013
standard_dqn,0.99,802,80.40130850076676,3302014
standard_dqn,0.99,802,77.46821139007807,3302015
standard_dqn,0.99,802,85.35368127375841,3302016
standard_dqn,0.99,802,79.66488253176212,3302017
standard_dqn,0.99,802,81.85398548096418,3302018
standard_dqn,0.99,802,81.90358437001706,3302019
standard_dqn,0.99,803,74.16341396421194,3303000
standard_dqn,0.99,803,68.04042808711529,3303001
standard_dqn,0.99,803,78.99489846974612,3303002
standard_dqn,0.99,803,72.4176516249776,3303003
standard_dqn,0.99,803,68.95979335904121,3303004
standard_dqn,0.99,803,87.60162702202797,3303005
standard_dqn,0.99,803,74.71364385634661,3303006
standard_dqn,0.99,803,85.45997674763203,3303007
standard_dqn,0.99,803,82.3870506092906,3303008
standard_dqn,0.99,803,82.03932846486569,3303009
standard_dqn,0.99,803,79.79736874997616,3303010
standard_dqn,0.99,803,74.29531042277813,3303011
standard_dqn,0.99,803,71.32217529416084,3303012
standard_dqn,0.99,803,77.65304177254438,3303013
standard_dqn,0.99,803,63.37348594665527,3303014
standard_dqn,0.99,803,78.17831033468246,3303015
standard_dqn,0.99,803,56.086339354515076,3303016
standard_dqn,0.99,803,84.28746207803488,3303017
standard_dqn,0.99,803,69.33491775393486,3303018
standard_dqn,0.99,803,98.88857635855675,3303019
standard_dqn,0.99,804,77.09721345454454,3304000
standard_dqn,0.99,804,83.42147573232651,3304001
standard_dqn,0.99,804,86.23135417848826,3304002
standard_dqn,0.99,804,76.75450138896704,3304003
standard_dqn,0.99,804,64.04865012317896,3304004
standard_dqn,0.99,804,85.6407704293728,3304005
standard_dqn,0.99,804,86.60398145914078,3304006
standard_dqn,0.99,804,100.00581276416779,3304007
standard_dqn,0.99,804,68.2992726713419,3304008
standard_dqn,0.99,804,85.94905348867178,3304009
standard_dqn,0.99,804,83.30263352543116,3304010
standard_dqn,0.99,804,83.208605453372,3304011
standard_dqn,0.99,804,75.04439859241248,3304012
standard_dqn,0.99,804,81.32002017050982,3304013
standard_dqn,0.99,804,69.78581975102423,3304014
standard_dqn,0.99,804,83.76034628897905,3304015
standard_dqn,0.99,804,74.59176006913185,3304016
standard_dqn,0.99,804,66.19168148189783,3304017
standard_dqn,0.99,804,92.50113899409772,3304018
standard_dqn,0.99,804,82.72624088823795,3304019
standard_dqn,0.99,805,88.51321665346623,3305000
standard_dqn,0.99,805,86.29844787716866,3305001
standard_dqn,0.99,805,64.21501040458679,3305002
standard_dqn,0.99,805,77.78052152097226,3305003
standard_dqn,0.99,805,96.68717309832573,3305004
standard_dqn,0.99,805,91.58735242486,3305005
standard_dqn,0.99,805,77.27501313388348,3305006
standard_dqn,0.99,805,83.8618273884058,3305007
standard_dqn,0.99,805,91.62195249050856,3305008
standard_dqn,0.99,805,75.723409101367,3305009
standard_dqn,0.99,805,86.0836165368557,3305010
standard_dqn,0.99,805,68.40462463200092,3305011
standard_dqn,0.99,805,72.90434674918652,3305012
standard_dqn,0.99,805,84.25375529527665,3305013
standard_dqn,0.99,805,64.18552839308977,3305014
standard_dqn,0.99,805,77.57310954779386,3305015
standard_dqn,0.99,805,74.00721140503883,3305016
standard_dqn,0.99,805,69.55598044395447,3305017
standard_dqn,0.99,805,97.34185977429152,3305018
standard_dqn,0.99,805,79.60556591451169,3305019
standard_dqn,0.99,806,88.19416418671608,3306000
standard_dqn,0.99,806,74.57729809880257,3306001
standard_dqn,0.99,806,84.77068063616753,3306002
standard_dqn,0.99,806,63.39131008833647,3306003
standard_dqn,0.99,806,86.35127067565918,3306004
standard_dqn,0.99,806,91.16338156163692,3306005
standard_dqn,0.99,806,85.11494956463575,3306006
standard_dqn,0.99,806,93.62524417042732,3306007
standard_dqn,0.99,806,80.28406023979187,3306008
