variant,gamma,model_seed,total_cost,trace_seed
standard_dqn,0.9,800,82.13145779073238,3300000
standard_dqn,0.9,800,78.35093449354171,3300001
standard_dqn,0.9,800,75.6965933084488,3300002
standard_dqn,0.9,800,88.87088550031186,3300003
standard_dqn,0.9,800,81.71817830353976,3300004
standard_dqn,0.9,800,83.61033415198327,3300005
standard_dqn,0.9,800,74.43111890852451,3300006
standard_dqn,0.9,800,78.62285377085209,3300007
standard_dqn,0.9,800,98.17635937184096,3300008
standard_dqn,0.9,800,75.14312810748815,3300009
standard_dqn,0.9,800,80.05342524647713,3300010
standard_dqn,0.9,800,78.14615520238877,3300011
standard_dqn,0.9,800,86.08157260119916,3300012
standard_dqn,0.9,800,68.74326434284448,3300013
standard_dqn,0.9,800,74.73653993010521,3300014
standard_dqn,0.9,800,90.33874337375164,3300015
standard_dqn,0.9,800,72.17710142731667,3300016
standard_dqn,0.9,800,80.56819835454226,3300017
standard_dqn,0.9,800,85.92336368560791,3300018
standard_dqn,0.9,800,73.15772508084774,3300019
standard_dqn,0.9,801,98.02232306599618,3301000
standard_dqn,0.9,801,83.6253339678049,3301001
standard_dqn,0.9,801,86.15377960652113,3301002
standard_dqn,0.9,801,79.07666935920716,3301003
standard_dqn,0.9,801,69.69761334359646,3301004
standard_dqn,0.9,801,91.44857535660267,3301005
standard_dqn,0.9,801,71.75999344140291,3301006
standard_dqn,0.9,801,98.61746263802051,3301007
standard_dqn,0.9,801,77.21315188705921,3301008
standard_dqn,0.9,801,89.29039371907712,3301009
standard_dqn,0.9,801,96.13112238049507,3301010
standard_dqn,0.9,801,61.77092604488134,3301011
standard_dqn,0.9,801,79.17339958250523,3301012
standard_dqn,0.9,801,79.94284245073796,3301013
standard_dqn,0.9,801,81.8471988812089,3301014
standard_dqn,0.9,801,76.74649877250195,3301015
standard_dqn,0.9,801,71.48808802068234,3301016
standard_dqn,0.9,801,78.11226150393486,3301017
standard_dqn,0.9,801,94.78454508781434,3301018
standard_dqn,0.9,801,94.1080442160368,3301019
standard_dqn,0.9,802,76.76516150087119,3302000
standard_dqn,0.9,802,93.62346369922162,3302001
standard_dqn,0.9,802,90.11931999325752,3302002
standard_dqn,0.9,802,82.5492967069149,3302003
standard_dqn,0.9,802,86.73118418753147,3302004
standard_dqn,0.9,802,69.85327535867691,3302005
standard_dqn,0.9,802,95.23804355561734,3302006
standard_dqn,0.9,802,90.71992120146751,3302007
standard_dqn,0.9,802,88.88115003108979,3302008
standard_dqn,0.9,802,73.03494379073382,3302009
standard_dqn,0.9,802,78.87767285257578,3302010
standard_dqn,0.9,802,70.93912073522806,3302011
standard_dqn,0.9,802,75.13603171110154,3302012
standard_dqn,0.9,802,78.50145192593337,3302013
standard_dqn,0.9,802,78.04316412210464,3302014
standard_dqn,0.9,802,77.8829338774085,3302015
standard_dqn,0.9,802,83.72029557079077,3302016
