gamma,treatment,reference,n_pairs,mean_difference,ci95_low,ci95_high,sign_p,holm_p
0.97,double_centered_full_action_dqn,greedy8,20,-11.056652885956655,-11.65081080450289,-10.43908967909245,1.9073486328125e-06,1.1444091796875e-05
0.97,double_dqn,greedy8,20,-10.388212541339886,-11.053219366297869,-9.644020761353088,1.9073486328125e-06,1.1444091796875e-05
0.97,centered_full_action_dqn,greedy8,20,-11.12489348985996,-11.69341067719117,-10.51177238936286,1.9073486328125e-06,1.1444091796875e-05
0.97,full_action_q_dqn,greedy8,20,-10.645581173660199,-11.247709905752012,-10.014519296241636,1.9073486328125e-06,1.1444091796875e-05
0.97,immediate_advantage_dqn,greedy8,20,-10.945428677407987,-11.529306734270342,-10.28730613464954,1.9073486328125e-06,1.1444091796875e-05
0.97,standard_dqn,greedy8,20,-10.456501180386136,-11.092932626821497,-9.758695413733241,1.9073486328125e-06,1.1444091796875e-05
