variant,model_seed,episode,cost,rolling_cost,immediate_cost,penalty,energy_use,latency_ms,thermal_violation,energy_violation,queue_violation,contact_violation,epsilon,loss,td_loss,auxiliary_loss
contextual_bandit,800,0,94.0885107010603,94.0885107010603,32.5539718195796,61.53453911244869,1.5966471321880817,19501.27227783203,0.0,27.0,0.0,1.0,0.9954761904761905,,,
contextual_bandit,800,1,128.3850552788421,111.2367829899512,38.924802139401436,89.46025351196967,1.817434954456985,23681.626007080078,0.0,33.0,7.0,0.0,0.9909523809523809,1.3033493757247925,1.3033493757247925,0.0
contextual_bandit,800,2,135.99080929555495,119.4881250918191,42.28894439339638,93.70186490215858,1.8254870530217886,25071.6439743042,0.0,34.0,11.0,1.0,0.9864285714285714,1.1838686987757683,1.1838686987757683,0.0
contextual_bandit,800,3,197.12242056135764,138.89669895920375,45.69337148964405,151.42904902701005,1.9816556554287672,27487.231861114502,0.0,38.0,26.0,3.0,0.981904761904762,1.2208996638655663,1.2208996638655663,0.0
contextual_bandit,800,4,126.37339404446512,136.39203797625603,42.05064341425896,84.3227516881886,1.8334336811676621,24512.450286865234,0.0,36.0,4.0,2.0,0.9773809523809524,1.2216739282011986,1.2216739282011986,0.0
contextual_bandit,800,5,124.640843886137,134.43350562790286,41.682585686445236,82.95825806558132,1.7404389306902885,23549.853023529053,0.0,34.0,0.0,2.0,0.9728571428571429,0.9112929254770279,0.9112929254770279,0.0
contextual_bandit,800,6,117.81376404124097,132.05925682980828,41.50248270481825,76.31128097879485,1.8106620917096734,24797.368133544922,0.0,29.0,14.0,1.0,0.9683333333333334,0.754954531788826,0.754954531788826,0.0
contextual_bandit,800,7,106.306675106287,128.84018411436813,35.27392089366913,71.03275460004807,1.7122670263051987,21751.319847106934,0.0,30.0,0.0,0.0,0.9638095238095238,0.6139824613928795,0.6139824613928795,0.0
contextual_bandit,800,8,126.5548864454031,128.58626215114978,45.79896692931652,80.75591917335987,1.78752910066396,25585.06314086914,0.0,34.0,0.0,0.0,0.9592857142857143,0.44574786350131035,0.44574786350131035,0.0
contextual_bandit,800,9,106.36005502939224,126.36364143897404,36.60700502991676,69.75304937362671,1.6610061405226588,21195.733402252197,0.0,30.0,0.0,0.0,0.9547619047619048,0.3002363098785281,0.3002363098785281,0.0
contextual_bandit,800,10,168.3891341028662,130.18414077205514,43.70087996125221,124.68825426082331,1.8465299969539046,25724.374938964844,0.0,36.0,25.0,1.0,0.9502380952380952,0.19524191413074732,0.19524191413074732,0.0
contextual_bandit,800,11,109.01906984597444,128.4203848615484,34.907059982419014,74.1120098337531,1.6841827407479286,21137.01587677002,0.0,31.0,0.0,2.0,0.9457142857142857,0.15724346740171313,0.15724346740171313,0.0
contextual_bandit,800,12,103.66674553602934,126.5162587595854,37.744524113833904,65.9222207069397,1.6737524839118123,22512.776077270508,0.0,27.0,0.0,1.0,0.9411904761904761,0.1299620852805674,0.1299620852805674,0.0
contextual_bandit,800,13,120.79345029592514,126.10748672646682,40.95026537775993,79.84318548440933,1.7721782801672816,23978.48081970215,0.0,33.0,0.0,0.0,0.9366666666666666,0.09644172340631485,0.09644172340631485,0.0
contextual_bandit,800,14,102.73078003525734,124.54903961371951,38.11715644598007,64.61362375319004,1.7545104268938303,22920.704845428467,0.0,28.0,0.0,1.0,0.9321428571428572,0.0933425179682672,0.0933425179682672,0.0
contextual_bandit,800,15,157.9228492211245,126.63490271418233,41.83751851320267,116.08533057381133,1.8704416770488024,25178.608726501465,0.0,35.0,27.0,1.0,0.9276190476190476,0.08141033281572163,0.08141033281572163,0.0
contextual_bandit,800,16,139.69689138187297,127.40325498875237,41.374116599559784,98.32277448428994,1.8325314931571484,24807.071250915527,0.0,38.0,24.0,2.0,0.9230952380952381,0.07912003854289651,0.07912003854289651,0.0
contextual_bandit,800,17,111.37490596771241,126.51279115425015,39.37576261162758,71.99914413094521,1.7534561790525913,23135.111263275146,0.0,30.0,0.0,2.0,0.9185714285714286,0.07366172061301768,0.07366172061301768,0.0
contextual_bandit,800,18,130.78807611083252,126.73780615196502,44.34238801896572,86.44568818127377,1.8032207563519478,25804.943363189697,0.0,31.0,15.0,0.0,0.914047619047619,0.06691394001245499,0.06691394001245499,0.0
contextual_bandit,800,19,148.16476340727323,127.80915401473044,43.92284134030342,104.24192173914432,1.9611658826470375,27145.63062286377,0.0,34.0,13.0,1.0,0.9095238095238095,0.06662270845845342,0.06662270845845342,0.0
contextual_bandit,800,20,103.0170566380024,128.25558131157754,35.37338171899319,67.64367518723012,1.6147502921521664,20700.187091827393,0.0,30.0,0.0,2.0,0.905,0.06629302073270082,0.06629302073270082,0.0
contextual_bandit,800,21,138.60130182753014,128.76639363901194,38.17453646659851,100.42676534603045,1.7694525308907032,23194.918560028076,0.0,34.0,20.0,1.0,0.9004761904761904,0.0651442464441061,0.0651442464441061,0.0
contextual_bandit,800,22,115.2802677590078,127.73086656218462,39.02104530483484,76.25922255848108,1.7659700820222497,23556.751434326172,0.0,31.0,10.0,1.0,0.895952380952381,0.05697449017316103,0.05697449017316103,0.0
contextual_bandit,800,23,132.06701245256565,124.47809615674495,43.158280201256275,88.90873189368152,1.8280427316203713,25171.49725341797,0.0,34.0,20.0,1.0,0.8914285714285715,0.06106129381805658,0.06106129381805658,0.0
contextual_bandit,800,24,145.87905954729106,125.45337943188626,42.201314970850945,103.67774445723082,1.8238303121179342,24948.492431640625,0.0,38.0,26.0,0.0,0.8869047619047619,0.05986158340238035,0.05986158340238035,0.0
contextual_bandit,800,25,98.21722388267517,124.13219843171316,34.557916045188904,63.659307807683945,1.6164688235148787,20437.516201019287,0.0,29.0,0.0,0.0,0.8823809523809524,0.05389449815265834,0.05389449815265834,0.0
contextual_bandit,800,26,130.73457481043283,124.7782389701728,42.80711264908314,87.92746257858222,1.794031698256731,25038.835765838623,0.0,33.0,13.0,0.0,0.8778571428571429,0.05334037775173783,0.05334037775173783,0.0
contextual_bandit,800,27,136.54969843672407,126.29039013669464,38.66906097531319,97.88063765512598,1.8686751136556268,24042.485076904297,0.0,33.0,13.0,1.0,0.8733333333333333,0.05048087169416249,0.05048087169416249,0.0
contextual_bandit,800,28,123.03823473154767,126.11455755100187,40.850528821349144,82.1877060294078,1.805866613984108,24219.6494140625,0.0,34.0,9.0,1.0,0.8688095238095238,0.04919809033162892,0.04919809033162892,0.0
contextual_bandit,800,29,150.726954073385,128.3329025032015,39.50579009950161,111.2211634821451,1.9210024792701006,24852.67258453369,0.0,37.0,16.0,1.0,0.8642857142857143,0.053991984808817506,0.053991984808817506,0.0
contextual_bandit,800,30,143.12403019561827,127.06964730783909,40.148613318800926,102.97541683211386,1.8294956451281905,24235.262535095215,0.0,37.0,21.0,0.0,0.8597619047619047,0.052402138942852616,0.052402138942852616,0.0
contextual_bandit,800,31,132.48994541181236,128.243191086131,37.831170216202736,94.65877537442356,1.7785293804481626,22447.203145980835,0.0,34.0,23.0,2.0,0.8552380952380952,0.04756578803062439,0.04756578803062439,0.0
contextual_bandit,800,32,120.80788701978229,129.1002481603186,36.64282792061567,84.16505901721023,1.7654691813513637,22598.747817993164,0.0,32.0,11.0,1.0,0.8507142857142858,0.04757322836667299,0.04757322836667299,0.0
contextual_bandit,800,33,125.98912034928799,129.36003166298676,40.81794756650925,85.17117303609848,1.7964709857478738,24031.8459815979,0.0,34.0,0.0,0.0,0.8461904761904762,0.047895355615764856,0.047895355615764856,0.0
contextual_bandit,800,34,103.4061662422043,129.39380097333412,36.58762940764427,66.81853668554844,1.7408458683639765,21941.668153762817,0.0,29.0,8.0,0.0,0.8416666666666667,0.046378287486732006,0.046378287486732006,0.0
contextual_bandit,800,35,224.44436170478082,132.71987659751693,46.53722959756851,177.90713203270644,2.0214519277215004,28346.998207092285,0.0,37.0,34.0,0.0,0.8371428571428572,0.04728609090670943,0.04728609090670943,0.0
contextual_bandit,800,36,180.86777988036647,134.7784210224416,36.77776074409485,144.09001913627162,1.7691012723371387,22721.576595306396,0.0,38.0,41.0,3.0,0.8326190476190476,0.05271901050582528,0.05271901050582528,0.0
contextual_bandit,800,37,98.58209255337715,134.13878035172485,33.68748100101948,64.89461120963097,1.629384471103549,20166.22606277466,0.0,28.0,0.0,1.0,0.8280952380952381,0.05629845801740885,0.05629845801740885,0.0
contextual_bandit,800,38,165.8381831389675,135.89128570313162,38.90067583322525,126.93750735044571,1.9779593823477626,24922.754985809326,0.0,35.0,30.0,2.0,0.8235714285714286,0.05505841597914696,0.05505841597914696,0.0
contextual_bandit,800,39,125.12549182101118,134.7393221238185,41.48148627579212,83.64400527699816,1.8267912324517965,24808.03656768799,0.0,31.0,8.0,2.0,0.819047619047619,0.05108869890682399,0.05108869890682399,0.0
contextual_bandit,800,40,131.2918045101258,136.15305951742465,42.955833688378334,88.33597080684628,1.8462621690705419,25469.95338821411,0.0,35.0,11.0,1.0,0.8145238095238095,0.055359914200380445,0.055359914200380445,0.0
contextual_bandit,800,41,152.8538784032467,136.8656883462105,39.60748170316219,113.24639662557875,1.847088661044836,23838.356338500977,0.0,39.0,36.0,0.0,0.81,0.052544628735631704,0.052544628735631704,0.0
contextual_bandit,800,42,135.22209899769902,137.8627799081451,39.297007746994495,95.92509154872776,1.7465245025232434,22972.847003936768,0.0,34.0,18.0,3.0,0.8054761904761905,0.05342822149395943,0.05342822149395943,0.0
contextual_bandit,800,43,141.82560417581124,138.35070949430738,36.629734985530376,105.19586907107157,1.882355285808444,23276.44324874878,0.0,31.0,23.0,2.0,0.800952380952381,0.05166970030404627,0.05166970030404627,0.0
contextual_bandit,800,44,96.9255291223526,135.90303297306042,34.31566780805588,62.60986152291298,1.628607359714806,20280.724843978882,0.0,26.0,0.0,1.0,0.7964285714285715,0.048367034643888474,0.048367034643888474,0.0
contextual_bandit,800,45,108.1567578021877,136.40000966903605,37.47767098993063,70.67908727419307,1.7517664283514023,22847.731006622314,0.0,30.0,8.0,2.0,0.7919047619047619,0.04851086298003793,0.04851086298003793,0.0
contextual_bandit,800,46,143.73868982616415,137.05021541982262,39.98772704601288,103.7509622735118,1.8177033877000213,24395.7232131958,0.0,33.0,18.0,0.0,0.7873809523809524,0.04784268350340426,0.04784268350340426,0.0
contextual_bandit,800,47,102.25032486021519,135.3352467409972,36.606231816112995,65.64409270882607,1.6552124926820397,21447.372714996338,0.0,28.0,0.0,1.0,0.7828571428571429,0.04985402477905154,0.04985402477905154,0.0
contextual_bandit,800,48,121.15203025401472,135.24093651712053,39.529407650232315,81.62262227595686,1.7704024240374565,23409.888214111328,0.0,34.0,3.0,0.0,0.7783333333333333,0.04856093158014119,0.04856093158014119,0.0
contextual_bandit,800,49,193.97718481254202,137.40344805407838,39.386267244815826,154.59091735910997,1.9428494414314628,25701.89405822754,0.0,36.0,21.0,2.0,0.7738095238095238,0.04810794931836426,0.04810794931836426,0.0
contextual_bandit,800,50,99.54824855327607,135.22465897196128,37.58792908489704,61.96031912565231,1.7721440810710192,22832.197269439697,0.0,29.0,0.0,1.0,0.7692857142857144,0.04650145932100713,0.04650145932100713,0.0
contextual_bandit,800,51,112.92632654871986,134.24647802880665,39.101888097822666,73.82443854775474,1.7929961131885648,23678.484859466553,0.0,32.0,2.0,0.0,0.7647619047619048,0.051464257296174765,0.051464257296174765,0.0
contextual_bandit,800,52,128.08541233676348,134.61035429465568,41.09572957456112,86.98968216615592,1.8010407267138362,24217.086193084717,0.0,36.0,8.0,0.0,0.7602380952380953,0.0527909598313272,0.0527909598313272,0.0
contextual_bandit,800,53,128.49330421225255,134.73556348780394,42.602293863892555,85.89101012484258,1.8394401157274842,25159.60541152954,0.0,34.0,8.0,2.0,0.7557142857142858,0.04491658986080438,0.04491658986080438,0.0
contextual_bandit,800,54,113.0705765890181,135.21878400514458,34.9578403532505,78.11273607185483,1.7462068926542997,21336.821186065674,0.0,35.0,6.0,0.0,0.7511904761904762,0.04948564758524299,0.04948564758524299,0.0
