variant,model_seed,episode,cost,rolling_cost,immediate_cost,penalty,energy_use,latency_ms,thermal_violation,energy_violation,queue_violation,contact_violation,epsilon,loss,td_loss,auxiliary_loss
double_dqn,803,0,126.56914693298512,126.56914693298512,40.373559042811394,86.19558789017374,1.812290801666677,24519.454959869385,0.0,33.0,18.0,1.0,0.9954761904761905,,,
double_dqn,803,1,116.65954805910587,121.6143474960455,40.966013208031654,75.69353401660919,1.772573790512979,24070.86985015869,0.0,32.0,0.0,0.0,0.9909523809523809,1.4087224006652832,1.4087224006652832,0.0
double_dqn,803,2,112.86663095802069,118.69844198337057,36.8605647161603,76.00606634616852,1.7408397253602743,22225.023178100586,0.0,32.0,0.0,2.0,0.9864285714285714,1.2563451156020164,1.2563451156020164,0.0
double_dqn,803,3,109.10437506437302,116.29992525362118,37.370875775814056,71.73349916934967,1.779262276366353,23010.347862243652,0.0,28.0,0.0,0.0,0.981904761904762,1.2066322416067123,1.2066322416067123,0.0
double_dqn,803,4,118.36752527228758,116.71344525735446,39.12246673554182,79.24505808226034,1.782367411069572,24147.295906066895,0.0,33.0,2.0,4.0,0.9773809523809524,1.0604450516402721,1.0604450516402721,0.0
double_dqn,803,5,114.1942585430715,116.29358080497396,40.780178248882294,73.41408063691588,1.7373191062361002,23903.078411102295,0.0,33.0,9.0,1.0,0.9728571428571429,0.8407322242856026,0.8407322242856026,0.0
double_dqn,803,6,125.8502359073888,117.65881724817608,42.485645458102226,83.36459030027498,1.8417107313871384,24902.579071044922,0.0,32.0,12.0,2.0,0.9683333333333334,0.6958928517997265,0.6958928517997265,0.0
double_dqn,803,7,103.28488297760487,115.86207546435469,35.576708532869816,67.70817437767982,1.6629637274891138,21044.180141448975,0.0,29.0,0.0,1.0,0.9638095238095238,0.6965976879000664,0.6965976879000664,0.0
double_dqn,803,8,160.70151222868225,120.84423510483553,37.63264708220959,123.06886510176915,1.8123985305428505,23346.876182556152,0.0,34.0,24.0,1.0,0.9592857142857143,0.6735891066491604,0.6735891066491604,0.0
double_dqn,803,9,136.0543340394988,122.36524499830186,43.78086903691292,92.27346470456267,1.8431670423597097,25905.861320495605,0.0,35.0,10.0,0.0,0.9547619047619048,0.5603824984282255,0.5603824984282255,0.0
double_dqn,803,10,139.8787643081709,123.95738311738087,42.760577499866486,97.1181866592928,1.8235570713877678,25349.561115264893,0.0,33.0,13.0,1.0,0.9502380952380952,0.4406324625015259,0.4406324625015259,0.0
double_dqn,803,11,123.3247614582377,123.9046646457856,40.50675140321255,82.81800966759496,1.779355769045651,24285.818252563477,0.0,34.0,6.0,1.0,0.9457142857142857,0.32246655598282814,0.32246655598282814,0.0
double_dqn,803,12,121.89017038750292,123.74970354899462,38.02125243842602,83.86891753184439,1.7512023355811834,22570.571769714355,0.0,32.0,17.0,2.0,0.9411904761904761,0.2690260875970125,0.2690260875970125,0.0
double_dqn,803,13,116.34188342094421,123.22057353984816,41.35528740286827,74.98659613728523,1.8230160865932703,24270.687814712524,0.0,32.0,0.0,1.0,0.9366666666666666,0.22700967825949192,0.22700967825949192,0.0
double_dqn,803,14,110.25123473405839,122.35595095279551,41.28057272732258,68.97066217064858,1.6889484664425254,22863.07145690918,0.0,29.0,0.0,1.0,0.9321428571428572,0.2132653957232833,0.2132653957232833,0.0
double_dqn,803,15,176.50062576629992,125.73999312863953,39.488406635820866,137.0122191602814,1.8478774996474385,24952.99614715576,0.0,33.0,24.0,1.0,0.9276190476190476,0.5462469300255179,0.5462469300255179,0.0
double_dqn,803,16,150.6899948944148,127.20764029133218,43.92412093281746,106.76587376788225,1.8403789354488254,25836.655059814453,0.0,36.0,21.0,3.0,0.9230952380952381,0.6074663661420345,0.6074663661420345,0.0
double_dqn,803,17,115.47791690536835,126.55598899211196,40.49433731287718,74.98357880272961,1.8051093658432364,24627.49351501465,0.0,31.0,4.0,1.0,0.9185714285714286,0.42141272500157356,0.42141272500157356,0.0
double_dqn,803,18,117.3311647282979,126.07047192559544,41.362035632133484,75.96912876833888,1.78192950040102,24269.0771484375,0.0,32.0,2.0,1.0,0.914047619047619,0.2678989237174392,0.2678989237174392,0.0
double_dqn,803,19,125.05730227668941,126.01981344315013,36.397052966058254,88.66024998863399,1.801016865298152,22722.151803970337,0.0,33.0,9.0,4.0,0.9095238095238095,0.25282613933086395,0.25282613933086395,0.0
double_dqn,803,20,126.59169199690882,126.02094069634636,40.63720664381981,85.95448545739715,1.7896716659888625,24672.588581085205,0.0,33.0,14.0,0.0,0.905,0.2555278344079852,0.2555278344079852,0.0
double_dqn,803,21,95.7817435413599,124.97705047045902,32.43829135596752,63.343452513217926,1.591198656708002,19345.788412094116,0.0,28.0,0.0,0.0,0.9004761904761904,0.23641290608793497,0.23641290608793497,0.0
double_dqn,803,22,129.38173133595305,125.80280548935566,40.721605107188225,88.66012596054392,1.8651108425110579,24422.79086303711,0.0,36.0,8.0,0.0,0.895952380952381,0.2022657236084342,0.2022657236084342,0.0
double_dqn,803,23,142.5007167504275,127.47262257365837,41.929728373885155,100.57098840634468,1.8774807220324874,25096.63311767578,0.0,35.0,16.0,0.0,0.8914285714285715,0.6333144623786211,0.6333144623786211,0.0
double_dqn,803,24,122.99828112125397,127.70416036610672,40.308954775333405,82.68932600319386,1.764874005690217,22694.89381980896,0.0,37.0,0.0,0.0,0.8869047619047619,0.630831703543663,0.630831703543663,0.0
double_dqn,803,25,127.05239662245276,128.34706727007574,40.76948584616184,86.28291079119205,1.782455587759614,23137.00555038452,0.0,35.0,21.0,0.0,0.8823809523809524,0.37472801841795444,0.37472801841795444,0.0
double_dqn,803,26,121.68989965048718,128.13905045723067,40.55397692322731,81.13592248884129,1.7990123508498073,23965.70351409912,0.0,33.0,6.0,0.0,0.8778571428571429,0.29766735062003136,0.29766735062003136,0.0
double_dqn,803,27,113.65220044942949,128.65741633082192,35.9286103695631,77.72359031828496,1.7418143078684807,21177.980194091797,0.0,34.0,2.0,3.0,0.8733333333333333,0.2854343531653285,0.2854343531653285,0.0
double_dqn,803,28,195.3601582125463,130.39034863001513,41.14717961847782,154.21297859406852,1.8932264680042863,24706.99614715576,0.0,38.0,38.0,0.0,0.8688095238095238,0.25375454034656286,0.25375454034656286,0.0
double_dqn,803,29,92.64513532221318,128.21988869415082,34.065576657652855,58.57955847084522,1.6802849043160677,20886.85986328125,0.0,26.0,0.0,2.0,0.8642857142857143,0.22957107285037637,0.22957107285037637,0.0
double_dqn,803,30,127.63482632199442,127.60769179484198,40.77789717912674,86.85692865112937,1.7805515574291348,24298.902645111084,0.0,35.0,6.0,0.0,0.8597619047619047,0.2623490262776613,0.2623490262776613,0.0
