variant,model_seed,episode,cost,rolling_cost,immediate_cost,penalty,energy_use,latency_ms,thermal_violation,energy_violation,queue_violation,contact_violation,epsilon,loss,td_loss,auxiliary_loss,preview_transition_scale
centered_full_action_dqn,813,0,162.65694958881403,162.65694958881403,45.48878711462021,117.16816253379844,1.9393686605617404,27007.219207763672,0.0,36.0,30.0,1.0,0.9954761904761905,,,,0.85
centered_full_action_dqn,813,1,122.90072243571282,142.7788360122634,43.36588501930237,79.534836820364,1.8401722591370344,25588.61843109131,0.0,32.0,2.0,0.0,0.9909523809523809,1.7649706602096558,1.757917881011963,0.02350936457514763,0.85
centered_full_action_dqn,813,2,250.36490111214732,178.64085771222472,46.23446986079216,204.13043125135516,2.006361285224557,27853.867237091064,0.0,40.0,39.0,1.0,0.9864285714285714,1.7435008436441422,1.7365042492747307,0.02332202740944922,0.85
centered_full_action_dqn,813,3,93.22917430847883,157.28793686128824,36.26328597217798,56.96588769555092,1.637350469827652,20801.06293106079,0.0,26.0,0.0,0.0,0.981904761904762,1.8475447818636894,1.841102086007595,0.021475640241988003,0.85
centered_full_action_dqn,813,4,93.47743114084005,144.52583571719862,33.55236231535673,59.92506839334965,1.5633226856589317,19314.84407234192,0.0,27.0,0.0,0.0,0.9773809523809524,1.4536182880401611,1.4461761265993118,0.024807218927890062,0.85
centered_full_action_dqn,813,5,174.66872538379548,149.54965066163143,43.35532048344612,131.3134050344598,2.10137119051069,28408.574600219727,0.0,34.0,28.0,0.0,0.9728571428571429,1.1216639801859856,1.1154559329152107,0.020693512284196913,0.85
centered_full_action_dqn,813,6,123.37082231044769,145.80981804003375,41.889417707920074,81.48140442371368,1.788195613771677,24740.91407394409,0.0,35.0,0.0,0.0,0.9683333333333334,1.0328409112989902,1.029554896056652,0.01095338654704392,0.85
centered_full_action_dqn,813,7,117.27071483052082,142.24243013884464,38.88640978932381,78.38430466866798,1.7609486104920506,23729.413566589355,0.0,32.0,1.0,1.0,0.9638095238095238,0.9990358762443066,0.9949907884001732,0.013483691145665944,0.85
centered_full_action_dqn,813,8,130.40464853739994,140.92712107201746,45.043226182460785,85.36142236984033,1.8673844328150153,26594.56750869751,0.0,36.0,10.0,0.0,0.9592857142857143,1.0363656282424927,1.0298152454197407,0.021834616200067103,0.85
centered_full_action_dqn,813,9,115.3404596298933,138.36845492780503,42.363938733935356,72.97652104496956,1.7601062897592783,24435.839084625244,0.0,31.0,0.0,0.0,0.9547619047619048,0.7306263819336891,0.7268316149711609,0.012649243086343631,0.85
centered_full_action_dqn,813,10,154.3405086426493,139.8204598109727,47.38822661340237,106.95228186533417,1.8806096808984876,27073.119956970215,0.0,37.0,18.0,3.0,0.9502380952380952,0.49523228220641613,0.49217361956834793,0.010195535665843636,0.85
centered_full_action_dqn,813,11,119.7808818176943,138.15049497819948,41.36497636139393,78.41590466653882,1.824526522308588,24537.745651245117,0.0,32.0,8.0,1.0,0.9457142857142857,0.39718213491141796,0.39437529630959034,0.009356135386042297,0.85
centered_full_action_dqn,813,12,123.43201723098755,137.0183043822601,42.19088023900986,81.24113830327988,1.8512046905234456,24643.635765075684,0.0,33.0,0.0,4.0,0.9411904761904761,0.3370954282581806,0.3342552911490202,0.009467122552450746,0.85
centered_full_action_dqn,813,13,122.70575677212751,135.9959795529649,42.32842870056629,80.37732839938677,1.7922842847183347,24969.93271636963,0.0,33.0,1.0,0.0,0.9366666666666666,0.30153074488043785,0.29889377020299435,0.00878992016077973,0.85
centered_full_action_dqn,813,14,145.76277949321508,136.6470995489816,46.58283829689026,99.1799405108714,1.897936163470149,27017.259887695312,0.0,37.0,9.0,1.0,0.9321428571428572,0.2860649861395359,0.2834220752120018,0.008809710066998377,0.85
centered_full_action_dqn,813,15,136.26346401056117,136.62312232783034,41.17824883759022,95.08521517297093,1.8073614835739136,24745.335834503174,0.0,33.0,12.0,0.0,0.9276190476190476,0.6229268331080675,0.6202128157019615,0.009046718158060685,0.85
centered_full_action_dqn,813,16,139.81129674686807,136.81066199953847,43.75966756045818,96.05162970795054,1.9063611580058932,26118.87589263916,0.0,36.0,11.0,0.0,0.9230952380952381,0.6597424764186144,0.6555748023092747,0.013892248971387744,0.85
centered_full_action_dqn,813,17,84.14417466521263,133.88474603652037,30.770097695291042,53.37407758831978,1.57053710706532,18400.56444168091,0.0,26.0,0.0,0.0,0.9185714285714286,0.43891639076173306,0.43506271950900555,0.012845558288972825,0.85
centered_full_action_dqn,813,18,110.68125282526016,132.6635095517172,37.26044890284538,73.4208034902811,1.7085844799876213,21563.957527160645,0.0,30.0,0.0,2.0,0.914047619047619,0.34211459290236235,0.33850230276584625,0.012040967412758619,0.85
centered_full_action_dqn,813,19,114.79862431011273,131.77026528963697,39.79974713921547,74.9988772305019,1.7535251108929515,23216.555305480957,0.0,32.0,3.0,2.0,0.9095238095238095,0.3178988266736269,0.3152796449139714,0.00873061321908608,0.85
centered_full_action_dqn,813,20,101.84619946032763,128.7297277832126,38.97835140675306,62.867848962545395,1.7051486866548657,23068.795070648193,0.0,28.0,0.0,0.0,0.905,0.2877410287037492,0.2844375818967819,0.011011484981281683,0.85
centered_full_action_dqn,813,21,122.8478052186637,128.72708192236016,40.68400155007839,82.1638030576377,1.8001818796619773,23463.497383117676,0.0,35.0,1.0,1.0,0.9004761904761904,0.2563267592340708,0.2535220794379711,0.009348930034320801,0.85
centered_full_action_dqn,813,22,111.45391115546227,121.7815324245259,38.289309188723564,73.16460219025612,1.772438194602728,22662.369483947754,0.0,31.0,0.0,0.0,0.895952380952381,0.25730454828590155,0.2544909487478435,0.009378675313200802,0.85
centered_full_action_dqn,813,23,139.07193080726606,124.07367024946527,42.7930453568697,96.27888612094863,1.8932007756084204,25482.099006652832,0.0,34.0,15.0,0.0,0.8914285714285715,0.6557093635201454,0.6524949744343758,0.010714632517192513,0.85
centered_full_action_dqn,813,24,123.42626492305881,125.5711119385762,40.24739748239517,83.17886681481487,1.832441563718021,24111.490982055664,0.0,35.0,3.0,1.0,0.8869047619047619,0.5889645703136921,0.5849251486361027,0.013464724645018578,0.85
centered_full_action_dqn,813,25,127.45265023257734,123.21030818101531,43.024137660861015,84.42851325716971,1.847716455347836,25255.521564483643,0.0,35.0,8.0,1.0,0.8823809523809524,0.4029881153255701,0.3995133750140667,0.011582450999412686,0.85
centered_full_action_dqn,813,26,137.84950882164506,123.93424250657517,44.299175925552845,93.55033270237709,1.8855466581881046,26650.540237426758,0.0,32.0,10.0,1.0,0.8778571428571429,0.33341019228100777,0.3298155702650547,0.01198207976995036,0.85
centered_full_action_dqn,813,27,99.2654150724411,123.0339775186712,38.026960015296936,61.238455191254616,1.7682315912097692,23187.775478363037,0.0,26.0,0.0,0.0,0.8733333333333333,0.32283669244498014,0.31878206599503756,0.013515418162569404,0.85
centered_full_action_dqn,813,28,114.10686453277647,122.21908831844,41.07404703646898,73.03281728769122,1.8510629832744598,25094.210208892822,0.0,31.0,6.0,1.0,0.8688095238095238,0.3223279183730483,0.31884550489485264,0.011608045897446573,0.85
centered_full_action_dqn,813,29,103.37925218045712,121.6210279459682,36.920012295246124,66.45923978090286,1.6520332675427198,21485.83681488037,0.0,29.0,0.0,0.0,0.8642857142857143,0.33376929722726345,0.33043963462114334,0.011098869086708874,0.85
centered_full_action_dqn,813,30,97.70653709769249,118.78932936872036,35.4351451843977,62.271391957998276,1.548807923682034,19622.7798538208,0.0,29.0,0.0,0.0,0.8597619047619047,0.3089455608278513,0.30527429562062025,0.012237541493959725,0.85
centered_full_action_dqn,813,31,112.33555768430233,118.41706316205077,39.62665809690952,72.70889985561371,1.7534594731405377,23110.143768310547,0.0,31.0,0.0,0.0,0.8552380952380952,0.7420744793489575,0.7374265901744366,0.015492984734009951,0.85
centered_full_action_dqn,813,32,110.86545911431313,117.78873525621705,38.539684757590294,72.32577385008335,1.6682777190580964,22380.61215209961,0.0,33.0,0.0,0.0,0.8507142857142858,0.5386401088908315,0.5332024693489075,0.0181254661292769,0.85
centered_full_action_dqn,813,33,236.8841379393582,123.49765431457858,46.509930565953255,190.37420737340491,2.013032365590334,28069.214946746826,0.0,39.0,39.0,0.0,0.8461904761904762,0.43406588584184647,0.4292208757251501,0.01615002437029034,0.85
centered_full_action_dqn,813,34,143.30568533884073,123.37479960685987,43.515382170677185,99.79030355559372,1.8858171617612243,25456.3862991333,0.0,34.0,16.0,3.0,0.8416666666666667,0.4588897041976452,0.45433037355542183,0.015197770320810378,0.85
centered_full_action_dqn,813,35,92.03286065906286,121.16326943928493,34.10722776502371,57.92563325166702,1.6217041406780481,19986.60471343994,0.0,26.0,0.0,0.0,0.8371428571428572,0.354132198728621,0.3497097138315439,0.01474161702208221,0.85
centered_full_action_dqn,813,36,115.82753504812717,119.9640813543479,38.4035257846117,77.42400869727135,1.7118306830525398,22304.689685821533,0.0,32.0,0.0,1.0,0.8326190476190476,0.36337908264249563,0.35909572802484035,0.014277844806201756,0.85
centered_full_action_dqn,813,37,137.64410600066185,122.63907792112036,44.32937140762806,93.31473410129547,1.8230039700865746,25078.896173477173,0.0,38.0,0.0,0.0,0.8280952380952381,0.37551077362149954,0.37065522093325853,0.016185149201191962,0.85
centered_full_action_dqn,813,38,109.5516323119402,122.58259689545434,38.90654414892197,70.64508811831475,1.7092834878712893,22433.861125946045,0.0,30.0,0.0,3.0,0.8235714285714286,0.3320294627919793,0.32727979496121407,0.015832234174013138,0.85
centered_full_action_dqn,813,39,113.53718894720078,122.51952512730875,40.65661995112896,72.88056889176369,1.7376971235498786,23269.643520355225,0.0,31.0,0.0,0.0,0.819047619047619,0.8428292172029614,0.8375241737812757,0.01768348627956584,0.85
