planner_horizon,total_cost_mean,total_cost_sd,planning_ms_mean,planning_ms_sd,n_traces
1,99.33226162442122,12.567545541634045,0.1288610585970673,0.00554941218084667,400
2,92.80180500000999,10.892448690909546,0.4994305897753293,0.01430256592786524,400
4,90.82778442196863,10.73390977140328,4.821484538433651,0.08176594351899495,400
6,89.34568212912782,10.551120052483538,42.498272546977205,0.5903356439800433,400
