scenario,comparison,model_seed,difference
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,803,-0.2598699014633894
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,804,-0.38709625609217824
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,805,-0.5181511871516733
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,806,-0.43049129590392
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,807,-1.1320888926088912
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,808,-0.26429566800595694
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,809,0.6057485484331977
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,810,-0.3972720298170884
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,811,1.2067453576624416
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,812,-0.26092758029699326
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,813,-0.27677450336516074
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,814,-0.26616371683776663
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,815,-3.3211169664934204
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,816,-0.857635883018375
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,817,-0.8230503495037595
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,818,-0.1491230686008862
nominal,centered_full_action_dqn_preview_0p85 - standard_dqn,819,-0.5181584207713712
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,800,-0.172544427216053
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,801,-0.9941224760562051
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,802,-0.1550228157639424
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,803,-0.44734175801276876
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,804,-1.4231539348512712
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,805,-0.25772751018405415
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,806,-0.4778484324365735
