planner_horizon,trace_seed,total_cost,planning_ms_per_decision
2,3304000,94.65605325496799,0.5114609375596046
4,3304000,94.62187831861849,4.806132817975595
6,3304000,92.27345602254215,42.8954265662469
1,3304001,98.18805861816344,0.130579686810961
2,3304001,94.32287361537527,0.527543747011805
4,3304001,93.71761031837863,5.004035958336317
6,3304001,93.1299113124609,42.92522343712335
1,3304002,91.91194262681877,0.1304203069594223
2,3304002,91.30184988086951,0.5046421902079601
4,3304002,90.86954788267613,4.851493747992208
6,3304002,90.38681233842976,42.7325937544083
1,3304003,94.1939486720554,0.12380000043776818
2,3304003,82.58924441688164,0.4867046845902223
4,3304003,81.0203274667263,4.8682750057196245
6,3304003,80.39722000360489,42.61757343556383
1,3304004,77.47618756552943,0.13431718980427831
2,3304004,75.37109820097685,0.5218296828388702
4,3304004,67.4683083474636,4.876170309216832
6,3304004,66.95166828781366,42.326335937104886
1,3304005,103.30051983676618,0.12989062452106737
2,3304005,97.9879592670989,0.49320937432639766
4,3304005,97.12602356970311,4.767690628796117
6,3304005,97.3293688684702,42.085203120223014
1,3304006,111.15203725254796,0.1564421836519614
2,3304006,99.70279240852364,0.4876671919191722
4,3304006,97.0200408041402,4.787796864548
6,3304006,94.14765152968364,42.33637031938997
1,3304007,122.58753850501866,0.12353906276985072
2,3304007,113.13639753210128,0.5061765623395331
4,3304007,112.29285843174583,4.775445309860515
6,3304007,112.16591870480886,42.34791718045017
1,3304008,81.33464396959461,0.12582188173837494
2,3304008,77.17326514422894,0.4799218750122236
4,3304008,77.16915027797222,4.757151562444051
6,3304008,76.00321917235851,42.0403281259496
1,3304009,103.06338490972026,0.13187968579586595
2,3304009,98.79961391705253,0.4909562503598863
4,3304009,97.52311683592278,4.76341406465508
6,3304009,97.50668455061394,42.311259374400834
1,3304010,99.99107481143362,0.13084374768368434
2,3304010,91.96120835244656,0.49063594451581594
4,3304010,91.56676090657712,4.773646871399251
6,3304010,89.32799125611783,42.129724997721496
1,3304011,108.70465747994652,0.12311875070736278
2,3304011,104.29413928197286,0.49056874740927014
4,3304011,99.40791563689709,4.822543740374385
6,3304011,99.33537785708904,42.24785155747668
1,3304012,97.13349978694677,0.12490938570408616
2,3304012,91.42486284749245,0.48685156616556924
4,3304012,91.06523824514672,4.778342181452899
6,3304012,90.84950008392335,42.23612187342951
1,3304013,105.73339465849111,0.13869999929738697
2,3304013,100.33011535926448,0.5008468797313981
4,3304013,92.21705487710722,4.742321876619826
6,3304013,88.55071284768215,41.98382500180742
1,3304014,78.86662950105597,0.12430313108779956
2,3304014,76.01601621806621,0.48181406964431517
4,3304014,75.6136840313673,4.8288984326063655
