profile,policy,model_seed,total_cost,immediate_cost,penalty,energy_use,latency_ms,transmitted_mbit,thermal_violation,energy_violation,queue_violation,contact_violation,planning_time_ms,maximum_heat,minimum_energy,threshold_free_episode,onboard_fraction,ground_fraction,hybrid_fraction
link_minus20,centered_full_action_dqn,812,86.03195404462517,29.21045549865812,56.82149861842394,1.5828646688256414,17705.756857395172,846.9415245443582,0.0,25.9,0.0,1.25,0.0,0.1932304672896862,0.0,0.0,0.0,0.26484375,0.73515625
link_minus20,centered_full_action_dqn,813,89.05909585952759,29.967197664827108,59.091898101195696,1.5752002760767936,17588.082029628753,719.2579232662916,0.0,26.75,0.0,1.15,0.0,0.19231754317879676,0.0,0.0,0.0046875,0.18046875,0.81484375
link_minus20,centered_full_action_dqn,814,88.71162642374635,30.08088779784739,58.630738723874096,1.5810643543489278,17849.314823627472,795.1900008961559,0.0,26.4,0.0,0.75,0.0,0.19198547303676605,0.0,0.0,0.0296875,0.23671875,0.73359375
link_minus20,centered_full_action_dqn,815,88.77467412464321,29.72547223828733,59.049201837182046,1.5736832812428474,17594.741209220887,708.2803655385972,0.0,26.6,0.0,0.6,0.0,0.19287444427609443,0.0,0.0,0.0015625,0.18359375,0.81484375
link_minus20,centered_full_action_dqn,816,85.20206974811853,29.21343574821949,55.98863403305411,1.547316715447232,17107.869878196718,682.653203240037,0.0,25.4,0.0,0.8,0.0,0.19254062697291374,0.0,0.0,0.0,0.16953125,0.83046875
link_minus20,centered_full_action_dqn,817,88.72203315339983,29.845304153487085,58.876728941798206,1.566413605818525,17507.556342220305,692.2609805345535,0.0,26.35,0.0,0.75,0.0,0.19202126935124397,0.0,0.0,0.0,0.16640625,0.83359375
link_minus20,centered_full_action_dqn,818,88.3766488365829,29.200317945703866,59.17633076570928,1.5643953986931591,17316.75316209793,755.277867937088,0.0,26.75,0.0,1.15,0.0,0.19205994978547097,0.0,0.0,0.0,0.21015625,0.78984375
link_minus20,centered_full_action_dqn,819,87.95917035236955,30.561001714505256,57.398168613463646,1.5637667948845775,17533.72217903137,577.0797304809093,0.0,25.95,0.0,0.75,0.0,0.19291949048638343,0.0,0.0,0.0,0.0921875,0.9078125
link_minus20,mpc_h4,800,104.5712324453553,29.63387624323368,74.93735621143486,1.6974195011425763,18825.597389125825,1184.6370448559524,0.0,32.65,1.65,1.0,301.3260100793559,0.19066066667437553,0.0,0.0,0.00546875,0.43984375,0.5546875
link_minus20,mpc_h4,801,105.85677042243329,30.452388403192163,75.40438204010276,1.7184580431785434,19294.34410572052,1162.966723368317,0.0,32.4,1.9,1.1,302.59166000178084,0.19012051746249198,0.0,0.0,0.00390625,0.42578125,0.5703125
link_minus20,mpc_h4,802,105.8382997455374,30.39252106845379,75.44577869794523,1.720282125333324,19218.380403518677,1197.4462090969087,0.0,33.05,1.2,1.2,301.7073100490961,0.19030980318784713,0.0,0.0,0.0046875,0.42890625,0.56640625
link_minus20,mpc_h4,803,103.96200227529714,29.62440018206835,74.3376019520403,1.7034232841804624,18817.146996402742,1157.4914059966802,0.0,32.5,1.6,0.75,305.4691749974154,0.19014043286442756,0.0,0.0,0.0015625,0.4265625,0.571875
link_minus20,mpc_h4,804,104.96419426325755,29.744241012260318,75.21995320443112,1.7048013465479017,18959.23900909424,1164.7938518114388,0.0,32.8,1.6,1.05,304.31991990772076,0.19068318232893944,0.0,0.0,0.0046875,0.43359375,0.56171875
link_minus20,mpc_h4,805,104.79866236578752,30.454895381629466,74.3437670374297,1.730816263752058,19391.50793533325,1188.871263498068,0.0,32.3,1.15,0.9,310.1230648870114,0.18998018503189087,0.0,0.0,0.00390625,0.42109375,0.575
link_minus20,mpc_h4,806,105.20683120673141,30.32415185086429,74.88267929402728,1.7174683674704283,19142.240308189394,1193.759119205922,0.0,32.3,2.65,1.0,314.7554949566256,0.19107687771320342,0.0,0.0,0.00703125,0.4265625,0.56640625
link_minus20,mpc_h4,807,105.54019324561641,30.33335391767323,75.20683925939784,1.7088627407327295,19096.80320711136,1184.4114350795746,0.0,32.4,2.8,1.15,311.6959949664306,0.1902528591454029,0.0,0.0,0.003125,0.43125,0.565625
link_minus20,mpc_h4,808,107.71628745932658,30.432643860578537,77.28364372242768,1.7155562034808098,19220.635078048705,1177.3700604841113,0.0,33.2,2.75,0.85,313.47591999801807,0.1910881720483303,0.0,0.0,0.00234375,0.43125,0.56640625
link_minus20,mpc_h4,809,108.84933137486762,30.56491083391011,78.28442053983993,1.7175809437874705,19210.682112026214,1187.2632485821844,0.0,33.6,2.65,1.25,314.0007550595328,0.19003671556711196,0.0,0.0,0.00703125,0.43203125,0.5609375
