scenario,policy,model_seed,mean_difference,dqn_total_cost,mpc_total_cost,n_traces
link_limited,double_dqn,806,-12.089343466615455,103.43959804520011,115.52894151181556,20
link_limited,double_dqn,807,-13.962537376682906,102.85003215491773,116.81256953160062,20
link_limited,double_dqn,808,-12.222300936422691,105.36458333306014,117.58688426948284,20
link_limited,double_dqn,809,-13.989884339639815,105.27982041656972,119.26970475620953,20
link_limited,double_dqn,810,-12.355983597576701,101.75514447942376,114.11112807700047,20
link_limited,double_dqn,811,-12.740596446366833,104.33882358908654,117.07942003545335,20
link_limited,double_dqn,812,-14.04392095749912,100.59944441139699,114.6433653688961,20
link_limited,double_dqn,813,-14.221348963726976,102.34510020382703,116.566449167554,20
link_limited,double_dqn,814,-14.381289804631143,100.94537671502681,115.32666651965795,20
link_limited,double_dqn,815,-9.775236131975698,106.947445262596,116.72268139457171,20
link_limited,double_dqn,816,-12.659154487837025,98.4809684561193,111.14012294395631,20
link_limited,double_dqn,817,-13.171409003792865,102.68906857848167,115.86047758227456,20
link_limited,double_dqn,818,-11.137478707492033,102.38306730091571,113.52054600840775,20
link_limited,double_dqn,819,-13.375395624988906,100.94456523805857,114.31996086304748,20
link_limited,full_action_q_dqn,800,-14.80751032844203,101.54296805992723,116.35047838836927,20
link_limited,full_action_q_dqn,801,-14.29649212864634,104.62979159161448,118.92628372026084,20
link_limited,full_action_q_dqn,802,-15.111471523455581,101.56552963495254,116.67700115840812,20
link_limited,full_action_q_dqn,803,-14.352434445849202,98.9613668332249,113.3138012790741,20
link_limited,full_action_q_dqn,804,-11.904622532067304,103.52425416387618,115.42887669594347,20
link_limited,full_action_q_dqn,805,-12.812361584884925,102.6404631869495,115.45282477183441,20
link_limited,full_action_q_dqn,806,-13.941366101434607,101.58757541038096,115.52894151181556,20
link_limited,full_action_q_dqn,807,-14.1326071706672,102.67996236093343,116.81256953160062,20
link_limited,full_action_q_dqn,808,-13.378900674200997,104.20798359528185,117.58688426948284,20
link_limited,full_action_q_dqn,809,-13.649321840697798,105.62038291551173,119.26970475620953,20
link_limited,full_action_q_dqn,810,-12.218348770007577,101.89277930699288,114.11112807700047,20
link_limited,full_action_q_dqn,811,-11.810072074504424,105.26934796094895,117.07942003545335,20
link_limited,full_action_q_dqn,812,-15.181476445251079,99.46188892364503,114.6433653688961,20
link_limited,full_action_q_dqn,813,-13.228869665016157,103.33757950253785,116.566449167554,20
link_limited,full_action_q_dqn,814,-14.068930786491602,101.25773573316634,115.32666651965795,20
link_limited,full_action_q_dqn,815,-13.472951817492298,103.24972957707942,116.72268139457171,20
link_limited,full_action_q_dqn,816,-13.688861789617613,97.45126115433871,111.14012294395631,20
