scenario,policy,model_seed,total_cost,immediate_cost,penalty,energy_use,latency_ms,transmitted_mbit,thermal_violation,energy_violation,queue_violation,contact_violation,planning_time_ms,maximum_heat,minimum_energy,threshold_free_episode,onboard_fraction,ground_fraction,hybrid_fraction
burst,double_dqn,810,96.24806176438928,30.372935266792773,65.87512658774853,1.5810724521055817,17539.83652496338,1173.705637139082,0.0,28.75,0.0,1.4,0.0,0.19104020819067954,0.0,0.0,0.0,0.3828125,0.6171875
burst,double_dqn,811,100.0437939555943,32.63249276056886,67.411301215142,1.5929958136286586,18093.11873483658,797.5986179322005,0.0,29.4,0.0,1.55,0.0,0.1912330262362957,0.0,0.0,0.0,0.1828125,0.8171875
burst,double_dqn,812,93.80556957103312,31.596613339334727,62.20895629093051,1.5718002907000481,17839.724610328674,992.1232027687132,0.0,27.95,0.0,1.45,0.0,0.19255728870630265,0.0,0.0,0.00546875,0.30703125,0.6875
burst,double_dqn,813,98.23712902322413,32.035764621198176,66.20136453203857,1.5845907512586563,17956.28186893463,940.8612413734197,0.0,29.1,0.0,1.45,0.0,0.19169784635305404,0.0,0.0,0.00078125,0.26953125,0.7296875
burst,double_dqn,814,96.02081812821328,31.70919122286141,64.31162684760987,1.5767694260925054,17878.170762062073,1013.0283225089312,0.0,28.5,0.0,1.15,0.0,0.1919008530676365,0.0,0.0,0.0,0.30625,0.69375
burst,double_dqn,815,101.73222841903568,34.623194847255945,67.10903347417712,1.6300219712778925,19515.39809551239,941.8898559838533,0.0,29.25,0.0,0.65,0.0,0.19248755499720574,0.0,0.0,0.15625,0.27421875,0.56953125
burst,double_dqn,816,94.23207515030059,30.284393053874375,63.94768197349164,1.582250839844346,17509.694567298888,1116.610307469964,0.0,28.1,0.3,1.25,0.0,0.1921604886651039,0.0,0.0,0.003125,0.33671875,0.66015625
burst,double_dqn,817,96.61045258894562,31.748169519379736,64.86228312432766,1.5763644971884787,17897.613443756105,951.1951161965728,0.0,28.4,0.0,1.1,0.0,0.19125127121806146,0.0,0.0,0.00234375,0.27890625,0.71875
burst,double_dqn,818,98.28602395489813,31.978171188384295,66.30785289727152,1.5773926463909447,17866.332982635497,941.4605518557131,0.0,28.9,0.0,1.3,0.0,0.19136463329195977,0.0,0.0,0.01171875,0.284375,0.70390625
burst,double_dqn,819,96.33619443073869,32.60015842784196,63.73603598818183,1.5789450211450458,18018.432658576967,776.4088599346578,0.0,28.3,0.0,0.8,0.0,0.19215555638074874,0.0,0.0,0.00546875,0.18984375,0.8046875
burst,centered_full_action_dqn,800,97.16056155517698,31.287079279497267,65.87348223134875,1.57140978355892,17648.159368228913,978.2054040409624,0.0,28.85,0.0,1.3,0.0,0.19192990362644197,0.0,0.0,0.003125,0.29765625,0.69921875
burst,centered_full_action_dqn,801,98.79253335513175,32.45066540502012,66.34186798438431,1.5906298537738621,18171.389021873474,832.5384620219469,0.0,29.0,0.0,1.4,0.0,0.19268070310354232,0.0,0.0,0.0015625,0.21640625,0.78203125
burst,centered_full_action_dqn,802,96.43604034528137,31.57845879793167,64.8575815641135,1.5849099696613849,17957.451481056214,1043.0209946155549,0.0,28.7,0.0,1.4,0.0,0.19062386229634284,0.0,0.0,0.0,0.33125,0.66875
burst,centered_full_action_dqn,803,93.69841762751341,30.828770089894533,62.86964747577906,1.561438739206642,17426.379067611695,963.337097710371,0.0,28.15,0.0,0.85,0.0,0.19201093912124634,0.0,0.0,0.0,0.29375,0.70625
burst,centered_full_action_dqn,804,96.7576671256125,31.343078062310816,65.41458900257945,1.5737874490208923,17681.064892196657,922.8400467738509,0.0,29.15,0.0,1.5,0.0,0.19290023520588875,0.0,0.0,0.00390625,0.25859375,0.7375
burst,centered_full_action_dqn,805,98.06914503157138,32.18097225539386,65.8881726424396,1.604148287512362,18285.161117362975,1029.6344319522382,0.0,28.85,0.0,1.65,0.0,0.1904309667646885,0.0,0.0,0.003125,0.309375,0.6875
burst,centered_full_action_dqn,806,97.25504975654185,31.812877284735443,65.44217250198126,1.5846168471500277,17929.25883016586,1069.3254038900136,0.0,28.5,0.0,1.55,0.0,0.1917778104543686,0.0,0.0,0.00078125,0.33203125,0.6671875
burst,centered_full_action_dqn,807,97.75443693310022,32.3873202253133,65.36711655244231,1.5851951186079531,17937.553869724274,786.5644022166729,0.0,28.55,0.0,1.0,0.0,0.19236071035265923,0.0,0.0,0.0,0.17578125,0.82421875
